description,code
"A textarea containing a list of options with red text, each inside a dotted box, with 4px 4px 10px rgba(0, 0, 0, 0.5), spin, and @media (min-width: 1200px) { font-size: 18px; }.","<h1><ul style='box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: fade-in 1.5s;'><li style='color: black; border: 1px dotted purple;'>Hello World</li><li style='color: cyan; border: 1px dashed gray;'>Contact Us</li><li style='color: orange; border: 1px double pink;'>Search</li><li style='color: black; border: 1px ridge yellow;'>Choose Option</li><li style='color: black; border: 1px dashed black;'>Hello World</li></ul></h1> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } @media (min-width: 1200px) { font-size: 18px; }"
"A cyan box with dashed border, linear-gradient(to right, red, yellow) background, large text centered inside, using grid layout, with :hover { transform: scale(1.1); } and bounce.","<div style='background: radial-gradient(circle, pink, purple); border: 2px ridge purple; font-size: 14px; text-align: center; display: grid; justify-content: space-between; align-items: center; animation: spin 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Choose Option</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A green box with groove border, linear-gradient(to right, red, yellow) background, medium text centered inside, using block layout, with :hover { transform: scale(1.1); } and bounce.","<div style='background: radial-gradient(circle, pink, purple); border: 2px solid red; font-size: 12px; text-align: center; display: grid; justify-content: center; align-items: center; animation: fade-in 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Choose Option</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A small h1 with orange text, Courier New font, none, and fade-in, displayed as flex with space-around, responsive with media queries.","<button style='color: yellow; font-size: 20px; font-family: Tahoma; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: none; justify-content: flex-start; animation: slide-up 2s; transition: transform 0.2s ease-in-out;'>Login</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (max-width: 600px) { font-size: 14px; }"
"A red button with large Times New Roman text, using block layout, aligned to the left, with 4px 4px 10px rgba(0, 0, 0, 0.5), fade-in, and a :hover { background-color: #555; color: white; }.",<button style='background-color: white; font-size: 14px; font-family: Tahoma; display: grid; text-align: center; box-shadow: none; animation: slide-up 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Login</button> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }
"A green box with dashed border, linear-gradient(to right, red, yellow) background, small text centered inside, using block layout, with :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); } and bounce.","<div style='background: radial-gradient(circle, pink, purple); border: 2px groove black; font-size: 16px; text-align: center; display: inline-block; justify-content: center; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { background-color: #555; color: white; }'>Click Me</div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }"
"A span containing a orange button with linear-gradient(to right, red, yellow) background that says 'Hello World', followed by a small text description, with fade-in.","<h2><button style='background-color: linear-gradient(to bottom, blue, green); font-size: 22px; animation: slide-up 2s;'>Contact Us</button><p style='font-size: 22px;'>hello world</p></h2> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: all 0.3s ease;"
"A purple box with solid border, radial-gradient(circle, pink, purple) background, small text centered inside, using block layout, with :hover { transform: scale(1.1); } and fade-in.","<div style='background: radial-gradient(circle, pink, purple); border: 2px dotted yellow; font-size: 14px; text-align: center; display: flex; justify-content: space-between; align-items: center; animation: spin 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Contact Us</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A cyan button with large Georgia text, using inline-block layout, aligned to the right, with 0 4px 8px rgba(0, 0, 0, 0.2), fade-in, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.",<button style='background-color: cyan; font-size: 14px; font-family: Courier New; display: inline-block; text-align: center; box-shadow: none; animation: spin 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Hello World</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }
"A red button with medium Courier New text, using none layout, aligned to the right, with none, bounce, and a :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }.","<button style='background-color: gray; font-size: 14px; font-family: Georgia; display: inline-block; text-align: justify; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Login</button> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A purple button with medium Arial text, using block layout, aligned to the left, with 4px 4px 10px rgba(0, 0, 0, 0.5), fade-in, and a :hover { transform: scale(1.1); }.","<button style='background-color: blue; font-size: 14px; font-family: Helvetica; display: flex; text-align: left; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: slide-up 2s; transition: transform 0.2s ease-in-out; :hover { background-color: #555; color: white; }'>Sign Up</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A h2 containing a purple button with linear-gradient(to bottom, blue, green) background that says 'Sign Up', followed by a medium text description, with spin.","<div><button style='background-color: linear-gradient(to right, red, yellow); font-size: 30px; animation: spin 2s;'>Login</button><p style='font-size: 30px;'>hello world</p></div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } } transition: background-color 0.4s ease;"
"A large h1 with black text, Verdana font, 4px 4px 10px rgba(0, 0, 0, 0.5), and fade-in, displayed as inline-block with center, responsive with media queries.","<input style='color: red; font-size: 20px; font-family: Georgia; box-shadow: none; display: none; justify-content: flex-start; animation: spin 2s; transition: background-color 0.4s ease;'>Hello World</input> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 1200px) { font-size: 18px; }"
"A green button with small Arial text, using block layout, aligned to the right, with 2px 2px 5px rgba(0, 0, 0, 0.3), spin, and a :hover { transform: scale(1.1); }.","<button style='background-color: pink; font-size: 22px; font-family: Courier New; display: none; text-align: right; box-shadow: none; animation: slide-up 2s; transition: all 0.3s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Search</button> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A responsive textarea with a grid layout using template 'repeat(3, 1fr)', containing items with small text and :hover { background-color: #555; color: white; }.",<nav style='display: grid; grid-template-columns: 100px 1fr; gap: 10px; :hover { transform: scale(1.1); }'><li style='color: cyan; border: 1px dotted red;'>Choose Option</li><li style='color: orange; border: 1px groove black;'>Submit</li><li style='color: green; border: 1px ridge white;'>Submit</li><li style='color: green; border: 1px double green;'>Login</li><li style='color: purple; border: 1px dashed white;'>Submit</li></nav> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } }
"A white box with double border, linear-gradient(to bottom, blue, green) background, medium text centered inside, using flex layout, with :hover { transform: scale(1.1); } and bounce.","<div style='background: linear-gradient(to bottom, blue, green); border: 2px double purple; font-size: 26px; text-align: center; display: inline-block; justify-content: flex-start; align-items: center; animation: fade-in 2s; transition: background-color 0.4s ease; :hover { box-shadow: 0 0 10px rgba(0, 0, 0, 0.5); }'>Sign Up</div> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } }"
"A responsive span with a grid layout using template 'repeat(2, 1fr)', containing items with medium text and :hover { background-color: #555; color: white; }.","<nav style='display: grid; grid-template-columns: repeat(2, 1fr); gap: 10px; :hover { transform: scale(1.1); }'><li style='color: purple; border: 1px double red;'>Login</li><li style='color: gray; border: 1px ridge yellow;'>Hello World</li><li style='color: black; border: 1px double gray;'>Login</li><li style='color: purple; border: 1px double blue;'>Submit</li><li style='color: blue; border: 1px groove orange;'>Enter Your Name</li></nav> @keyframes slide-up { from { transform: translateY(100%); } to { transform: translateY(0); } }"
"A medium span with gray text, Times New Roman font, 4px 4px 10px rgba(0, 0, 0, 0.5), and spin, displayed as grid with center, responsive with media queries.","<input style='color: red; font-size: 20px; font-family: Tahoma; box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); display: flex; justify-content: flex-start; animation: fade-in 2s; transition: all 0.3s ease;'>Click Me</input> @keyframes bounce { 0%, 20%, 50%, 80%, 100% { transform: translateY(0); } 40% { transform: translateY(-30px); } 60% { transform: translateY(-15px); } } @media (min-width: 1200px) { font-size: 18px; }"
"A blue box with double border, radial-gradient(circle, pink, purple) background, small text centered inside, using flex layout, with :hover { transform: scale(1.1); } and bounce.","<div style='background: linear-gradient(to right, red, yellow); border: 2px solid red; font-size: 28px; text-align: center; display: inline-block; justify-content: space-between; align-items: center; animation: spin 2s; transition: all 0.3s ease; :hover { background-color: #555; color: white; }'>Click Me</div> @keyframes spin { from { transform: rotate(0deg); } to { transform: rotate(360deg); } }"
"A p containing a list of options with white text, each inside a dashed box, with 4px 4px 10px rgba(0, 0, 0, 0.5), slide-up, and @media (min-width: 1200px) { font-size: 18px; }.","<h2><ul style='box-shadow: 0 4px 8px rgba(0, 0, 0, 0.2); animation: fade-in 1.5s;'><li style='color: blue; border: 1px double green;'>Enter Your Name</li><li style='color: yellow; border: 1px ridge yellow;'>Sign Up</li><li style='color: gray; border: 1px dashed cyan;'>Click Me</li><li style='color: pink; border: 1px dotted white;'>Submit</li><li style='color: blue; border: 1px solid purple;'>Submit</li></ul></h2> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }"
"A h2 containing a list of options with white text, each inside a ridge box, with 0 4px 8px rgba(0, 0, 0, 0.2), fade-in, and @media (min-width: 600px) and (max-width: 1200px) { font-size: 16px; }.","<div><ul style='box-shadow: 4px 4px 10px rgba(0, 0, 0, 0.5); animation: fade-in 1.5s;'><li style='color: green; border: 1px dashed orange;'>Submit</li><li style='color: white; border: 1px dotted green;'>Click Me</li><li style='color: white; border: 1px solid purple;'>Login</li><li style='color: gray; border: 1px solid cyan;'>Sign Up</li><li style='color: white; border: 1px solid gray;'>Sign Up</li></ul></div> @keyframes fade-in { from { opacity: 0; } to { opacity: 1; } } @media (min-width: 1200px) { font-size: 18px; }"
